company,ticker,published_at,period,source_file,question_topic,driver,affected_metric,affected_category,impact_value,impact_unit,impact_direction,time_scope,confidence_hint,quote
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"There certainly has been a lot of cumulative inflation in price in our average unit retail in our ticket, but that is no",,,,,neutral,future,low,"There certainly has been a lot of cumulative inflation in price in our average unit retail in our ticket, but that is not something that we are expecting to broadly deflate."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,Embedded in that higher ticket is innovation.,,,,,neutral,current,low,Embedded in that higher ticket is innovation.
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,pro,"When you think of ticket, a lot of that is not just cost and price, it's trading up to better product.",,pro,,,positive,current,low,"When you think of ticket, a lot of that is not just cost and price, it's trading up to better product."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,pro,"Unknown speaker: I guess, just in terms of do you think, you know, if you sort of look at the trend on project size, You",,pro,,,negative,future,low,"Unknown speaker: I guess, just in terms of do you think, you know, if you sort of look at the trend on project size, You know, will that cause ticket to become negative over the years?"
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"Certainly right now, we are seeing, you know, two of the biggest factors on each of ticket and transaction is, as we sai",,,,,neutral,current,low,"Certainly right now, we are seeing, you know, two of the biggest factors on each of ticket and transaction is, as we said, we have specific, you know, discretionary items, you know."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"I was hoping you could comment a bit on what you're seeing in the second quarter to date, just given the fact that weath",,,,,neutral,current,low,"I was hoping you could comment a bit on what you're seeing in the second quarter to date, just given the fact that weather has been so volatile across the US."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,guidance,What can kind of get you to the high end versus the low end of your full year guidance range?,,,,,neutral,future,low,What can kind of get you to the high end versus the low end of your full year guidance range?
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,pro,The first two weeks of May are in line with the guidance we've provided.,,pro,,,neutral,current,low,The first two weeks of May are in line with the guidance we've provided.
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,pro,"We don't break out quarterly guidance, but the first two weeks are consistent with the guidance we've provided.",,pro,,,neutral,current,low,"We don't break out quarterly guidance, but the first two weeks are consistent with the guidance we've provided."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,guidance,"Unknown speaker: The -2% was really built on flowing through the Q1 performance, adding the Q1 lumber impact into guidan",,,-2,%,negative,current,high,"Unknown speaker: The -2% was really built on flowing through the Q1 performance, adding the Q1 lumber impact into guidance, adding a little further lumber pressure that we'll see in Q2."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"We think that there could be 120 basis points of comp pressure in Q2, based on current lumber price.",comparable_sales_total_pct,,120,basis points,negative,current,high,"We think that there could be 120 basis points of comp pressure in Q2, based on current lumber price."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,pro,"As we said, we grew disproportionately these past few years, $47 billion in growth, 43% cumulative comp, as consumers sh",comparable_sales_total_pct,pro,47,billion,positive,future,high,"As we said, we grew disproportionately these past few years, $47 billion in growth, 43% cumulative comp, as consumers shifted their spending, as these healthier consumers shifted their spending into home improvement."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"Lastly, with the buildup of inflation that we've seen, there's certainly some price sensitivity, particularly with respe",,,,,positive,current,low,"Lastly, with the buildup of inflation that we've seen, there's certainly some price sensitivity, particularly with respect to those bigger ticket discretionary items."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,Can you help us bridge the gap from the 15.3% EBIT margins last year to the 14%-14.3% today?,gross_margin_pct,,15.3,%,neutral,future,high,Can you help us bridge the gap from the 15.3% EBIT margins last year to the 14%-14.3% today?
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,gross_margin,"Specifically, how should we think about the moving parts around gross margin versus SG&A?",gross_margin_pct,,,,neutral,current,low,"Specifically, how should we think about the moving parts around gross margin versus SG&A?"
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"Let's first walk from 15.3%, which is our actual operating margin in 2022, to our original guide of 14.5% margin.",gross_margin_pct,,15.3,%,neutral,future,high,"Let's first walk from 15.3%, which is our actual operating margin in 2022, to our original guide of 14.5% margin."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"At a flat comp, particularly in an inflationary environment, our business will see a degree of deleverage in expenses.",comparable_sales_total_pct,,,,neutral,future,low,"At a flat comp, particularly in an inflationary environment, our business will see a degree of deleverage in expenses."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"When you net all those three against each other, that led to our guide of 14.5% at a flat comp.",comparable_sales_total_pct,,14.5,%,neutral,future,high,"When you net all those three against each other, that led to our guide of 14.5% at a flat comp."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,guidance,"Unknown speaker: As we reflect on the revision to guidance, the range of operating margin that we have guided toward ref",comparable_sales_total_pct,,,,negative,future,low,"Unknown speaker: As we reflect on the revision to guidance, the range of operating margin that we have guided toward reflects the natural operating margin at these negative comp levels."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"But again, the 14.3% to the 14.0% would be the natural operating margin at the -2% and the -5%.",gross_margin_pct,,14.3,%,neutral,current,high,"But again, the 14.3% to the 14.0% would be the natural operating margin at the -2% and the -5%."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,guidance,"Our guidance assumes this benefit will be offset during the remainder of the year, that's just a simplified assumption.",,,,,neutral,future,low,"Our guidance assumes this benefit will be offset during the remainder of the year, that's just a simplified assumption."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"In fact, February's dollar run rate adjusted for normal seasonal curves would have implied a positive comp for the year.",comparable_sales_total_pct,,,,positive,future,low,"In fact, February's dollar run rate adjusted for normal seasonal curves would have implied a positive comp for the year."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"First of all, March was impacted by extreme weather, most notably in California.",,,,,neutral,current,low,"First of all, March was impacted by extreme weather, most notably in California."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,guidance,"Presumably, there'll be an incentive comp benefit as you lowered your guidance.",comparable_sales_total_pct,,,,neutral,current,low,"Presumably, there'll be an incentive comp benefit as you lowered your guidance."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"Will you see some of those items come back next year, such that if we have in our models a positive comp, we wouldn't ne",comparable_sales_total_pct,,1,,positive,future,high,"Will you see some of those items come back next year, such that if we have in our models a positive comp, we wouldn't necessarily expect you to leverage your expenses on the first $1 of growth next year?"
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,pro,"You think on the product side with transportation in particular, you'll see significant costs come out as we work throug",,pro,,,neutral,current,low,"You think on the product side with transportation in particular, you'll see significant costs come out as we work through our current inventory levels with the higher transportation rates experienced during COVID."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"Unknown speaker: My first question, I know we've discussed a bit already, but the weather?",,,,,neutral,current,low,"Unknown speaker: My first question, I know we've discussed a bit already, but the weather?"
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"I was just wondering if you could go into a little more detail, what you saw, you know, kind of the spread between, you ",comparable_sales_total_pct,,,,neutral,current,low,"I was just wondering if you could go into a little more detail, what you saw, you know, kind of the spread between, you know, in comps between markets where weather was an issue and markets where, you know, weather may have been more normal?"
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"Weather, as we said, was most pronounced in the West, in very unique weather pattern.",,pro,,,neutral,current,low,"Weather, as we said, was most pronounced in the West, in very unique weather pattern."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"Where weather, you know, was sustained and bad, when we look at the West versus our northern and southern divisions, the",,,,,neutral,current,low,"Where weather, you know, was sustained and bad, when we look at the West versus our northern and southern divisions, the impact was a multiple of what we saw in the other parts of the country."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"Generally, we've talked in the past about the bathtub effect, and we wouldn't have updated guidance based on stronger or",comparable_sales_total_pct,bath,,,positive,current,low,"Generally, we've talked in the past about the bathtub effect, and we wouldn't have updated guidance based on stronger or relatively weaker sales in Q1 based on weather because we would look to get that back."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"The dynamic in the west, and, you know, this went into our, you know, our guidance of the -2% to -5%, is the west, you k",,,-2,%,neutral,current,high,"The dynamic in the west, and, you know, this went into our, you know, our guidance of the -2% to -5%, is the west, you know, it's more level weather patterns."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"When you get bad weather, you're not really looking at a bathtub effect to make it up in a short season.",,bath,,,positive,current,low,"When you get bad weather, you're not really looking at a bathtub effect to make it up in a short season."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"I mean, we didn't have many good weekends, but when we did, you know, sales were incredibly strong.",comparable_sales_total_pct,,,,positive,current,low,"I mean, we didn't have many good weekends, but when we did, you know, sales were incredibly strong."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"We're, we're certainly hoping for better weather in Q2.",,,,,neutral,current,low,"We're, we're certainly hoping for better weather in Q2."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,pro,"Richard, you talked about protecting a 14% operating margin even with the wage investments that you guys have made this ",gross_margin_pct,pro,14,%,neutral,future,high,"Richard, you talked about protecting a 14% operating margin even with the wage investments that you guys have made this year at this point."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"Like, how should we think about how you guys are managing that component?",comparable_sales_total_pct,,,,neutral,current,low,"Like, how should we think about how you guys are managing that component?"
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,pro,"Unknown speaker: Well, the investment in wage, again, you know, which has really proven to have driven a lot of benefit ",,pro,,,neutral,current,low,"Unknown speaker: Well, the investment in wage, again, you know, which has really proven to have driven a lot of benefit on the customer experience side, that's embedded in our guidance."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"We've made the investment, and, you know, that will be roughly a $1 billion, you know, addition to our cost structure, b",gross_margin_pct,,1,billion,neutral,future,high,"We've made the investment, and, you know, that will be roughly a $1 billion, you know, addition to our cost structure, but it's embedded in our margin structure."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"Has it improved as the weather's gotten better, and how are you thinking about it going forward?",,pro,,,neutral,current,low,"Has it improved as the weather's gotten better, and how are you thinking about it going forward?"
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"As Ted just mentioned, and Billy, we saw that disproportionate impact from lumber and weather.",,pro,,,neutral,current,low,"As Ted just mentioned, and Billy, we saw that disproportionate impact from lumber and weather."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,weather,"As a quick follow-up, obviously, some moving pieces here with weather and deflation.",,,,,positive,current,low,"As a quick follow-up, obviously, some moving pieces here with weather and deflation."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,pro,"It's tough to extrapolate this early in the year, and so we feel like, the range approach is the most helpful guidance t",,pro,,,neutral,future,low,"It's tough to extrapolate this early in the year, and so we feel like, the range approach is the most helpful guidance that we can give."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,guidance,Just 1 follow-up on the EBIT margin guidance for this year.,gross_margin_pct,,1,,positive,future,high,Just 1 follow-up on the EBIT margin guidance for this year.
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"I think what you laid out here at the low end, so 14% margin on negative mid-single-digit comps, very consistent with th",comparable_sales_total_pct,,14,%,negative,current,high,"I think what you laid out here at the low end, so 14% margin on negative mid-single-digit comps, very consistent with the scenarios you talked about last quarter."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,guidance,"Curious if you could talk about what specifically happened with unit volume during the quarter, and then what the guidan",comparable_sales_total_pct,,,,neutral,future,low,"Curious if you could talk about what specifically happened with unit volume during the quarter, and then what the guidance assumes in the back half as the price, you know, compares ease in terms of unit expectations, right, in the second half?"
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"For the total year, we think lumber deflation impact to the comp is about 100 basis points.",comparable_sales_total_pct,,100,basis points,neutral,future,high,"For the total year, we think lumber deflation impact to the comp is about 100 basis points."
Home Depot,HD,2023-05-16,Q1 2023,call-transcripts/2023-05-16__hd-us-20230516-call-qna__38069.md,demand,"Unknown speaker: As the pricing normalizes year-over-year, you'll see, you know, you'll see the units reflect in that as",,,,,neutral,future,low,"Unknown speaker: As the pricing normalizes year-over-year, you'll see, you know, you'll see the units reflect in that as we get towards a more rational state that we had in the back half of last year."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,Some of that is inevitably due to the base of your sales being larger than it has historically.,comparable_sales_total_pct,,,,neutral,current,low,Some of that is inevitably due to the base of your sales being larger than it has historically.
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"If we talk about each of the interconnected growth opportunity and the Pro opportunity, as much as we've built and as mu",comparable_sales_total_pct,pro,,,positive,future,low,"If we talk about each of the interconnected growth opportunity and the Pro opportunity, as much as we've built and as much as the share capture, you know, has been inherent in our performance over the last several years, the vignettes we told with One Home Depot and in the Pro complex purchase, these are complex purchase occasions, and it's a lot of work to put together the ecosystem with the Pro, as well as the full"
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"We look at, you know, size of ticket and transaction.",,,,,neutral,current,low,"We look at, you know, size of ticket and transaction."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"If you look at it in its simplest form, we generally have had a good balance of ticket and transaction.",,,,,neutral,current,low,"If you look at it in its simplest form, we generally have had a good balance of ticket and transaction."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"With the boom in demand that we saw during COVID, we had a spike in each of ticket and transaction.",,,,,neutral,current,low,"With the boom in demand that we saw during COVID, we had a spike in each of ticket and transaction."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"We went more to ticket, now as we're moderating, you know, the transactions have been off.",,,,,neutral,current,low,"We went more to ticket, now as we're moderating, you know, the transactions have been off."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,The best signal overall is to get back to a balance of growth through both ticket and transactions.,,,,,positive,current,low,The best signal overall is to get back to a balance of growth through both ticket and transactions.
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"Unknown speaker: A follow-up, it's on the $200 billion complex Pro market.",comparable_sales_total_pct,pro,200,billion,positive,current,high,"Unknown speaker: A follow-up, it's on the $200 billion complex Pro market."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,The investments that we're making are to attract more of the complex projects that they're engaged with or just potentia,comparable_sales_total_pct,pro,,,neutral,current,low,The investments that we're making are to attract more of the complex projects that they're engaged with or just potentially not engaging with The Home Depot.
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,Then maybe just comment on timeline behind the completion of order management and trade credit initiatives.,comparable_sales_total_pct,,,,neutral,current,low,Then maybe just comment on timeline behind the completion of order management and trade credit initiatives.
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"We've done a nice job expanding our sales force in that market, built a lot of relationships.",comparable_sales_total_pct,,,,neutral,current,low,"We've done a nice job expanding our sales force in that market, built a lot of relationships."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"We do know we need other capabilities, whether those are order management that I referenced, trade credit, that are in p",comparable_sales_total_pct,pro,,,neutral,current,low,"We do know we need other capabilities, whether those are order management that I referenced, trade credit, that are in process as we build those, because handling a pro's project is very difficult, and when they trust us with their complex project, we need to do it right."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"That's why when we say, ""Hey, we're at different stages, and we're learning along the way,"" because there's lots of thin",comparable_sales_total_pct,,,,neutral,current,low,"That's why when we say, ""Hey, we're at different stages, and we're learning along the way,"" because there's lots of things in this ecosystem that aren't quite built, ready to compete, to win in every one of our markets."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"We may have the products in Dallas, but do we have the other capabilities necessary to be meaningful in that complex pro",comparable_sales_total_pct,pro,,,neutral,current,low,"We may have the products in Dallas, but do we have the other capabilities necessary to be meaningful in that complex project?"
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"Again, the last comment is the relationship, because we've been underinvested with the relationship with the majority of",comparable_sales_total_pct,pro,,,neutral,current,low,"Again, the last comment is the relationship, because we've been underinvested with the relationship with the majority of other Pros, so they've not really had an outlet to go to us to talk about their complex projects."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"We do the best we can, and the investments we have made in the interconnected experience, where customers can come in, b",,,,,positive,current,low,"We do the best we can, and the investments we have made in the interconnected experience, where customers can come in, buy online, pick up in store, relieves the store a bunch."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"My first question is, spanning that TAM to $950 billion, I think inventory is up maybe 20% more than sales the last few ",comparable_sales_total_pct,,950,billion,positive,future,high,"My first question is, spanning that TAM to $950 billion, I think inventory is up maybe 20% more than sales the last few years."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,Help us explain what the return profile and the inventory turns are of the business going forward from what we've seen i,,pro,,,neutral,current,low,Help us explain what the return profile and the inventory turns are of the business going forward from what we've seen in the past?
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"Unknown speaker: Well, on inventory turns, we were clearly working to work through inventory and get back to our traditi",,,5,,neutral,current,high,"Unknown speaker: Well, on inventory turns, we were clearly working to work through inventory and get back to our traditional 5x turns."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"It's, you know, the traditional, you know, bullwhip, where your lead times extend, you build safety stock to compensate ",comparable_sales_total_pct,,,,neutral,current,low,"It's, you know, the traditional, you know, bullwhip, where your lead times extend, you build safety stock to compensate for that, and then your lead times go back to more traditional levels, and you have more inventory than you need."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"Unknown speaker: My follow-up was a topic that's, well, gotten on the news a lot and with other companies, shrink being ",comparable_sales_total_pct,,,,positive,current,low,"Unknown speaker: My follow-up was a topic that's, well, gotten on the news a lot and with other companies, shrink being a challenge, and you guys have referenced it at times."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"You know, people stealing bulk of stuff and selling it online.",,,,,neutral,current,low,"You know, people stealing bulk of stuff and selling it online."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"You may say, ""Wow, is that an impact to sales?"" What's been interesting for us, because the product is locked up, we now",comparable_sales_total_pct,pro,,,positive,current,low,"You may say, ""Wow, is that an impact to sales?"" What's been interesting for us, because the product is locked up, we now have the product on shelf and available for the customer, and then we work through our processes to make sure that we have associates to help that customer as well."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"You know, if sales were to decline next year, how do you think about protecting margin rate?",comparable_sales_total_pct,pro,,,negative,future,low,"You know, if sales were to decline next year, how do you think about protecting margin rate?"
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"We feel comfortable in being able to deliver, at the low end of our sales guide, 14% operating margin, and that's import",comparable_sales_total_pct,,14,%,neutral,future,high,"We feel comfortable in being able to deliver, at the low end of our sales guide, 14% operating margin, and that's important to us."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"However, as I said in my presentation, as our transactions normalized, we realized that we could take fixed costs out of",,,,,neutral,current,low,"However, as I said in my presentation, as our transactions normalized, we realized that we could take fixed costs out of this business."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"That $500 million cost out is a net number, and it will provide a buffer for operating margin in 2024.",gross_margin_pct,pro,500,million,neutral,future,high,"That $500 million cost out is a net number, and it will provide a buffer for operating margin in 2024."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"Specifically, would you consider doing M&A to get bigger in complex projects?",comparable_sales_total_pct,pro,,,neutral,current,low,"Specifically, would you consider doing M&A to get bigger in complex projects?"
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"Unknown speaker: You know, the thing is, we've acquired 13 companies in the last 10 years of varying sizes.",comparable_sales_total_pct,,13,,neutral,future,high,"Unknown speaker: You know, the thing is, we've acquired 13 companies in the last 10 years of varying sizes."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"Unknown speaker: From a capability perspective, I mean, we wouldn't be going after acquisition to buy sales, where funda",comparable_sales_total_pct,,,,neutral,current,low,"Unknown speaker: From a capability perspective, I mean, we wouldn't be going after acquisition to buy sales, where fundamentally, it's always capability."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"You heard about the ecosystem we're building for that pro complex purchase, and if there's a company that provides, you ",comparable_sales_total_pct,pro,,,neutral,current,low,"You heard about the ecosystem we're building for that pro complex purchase, and if there's a company that provides, you know, something in sales force, something in distribution capability, something in customer list, et cetera, and it helped us move faster than a build case, you know, absolutely, we'd consider all the above."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,gross_margin,"Second, how do you reconcile that with flat gross margins?",gross_margin_pct,,,,neutral,current,low,"Second, how do you reconcile that with flat gross margins?"
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"Number one, payroll decreases as transaction activity decreases, so that's a natural buffer.",,,,,negative,current,low,"Number one, payroll decreases as transaction activity decreases, so that's a natural buffer."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"Unknown speaker: I, as we mentioned before, when you think about the opportunity in front of us, it is with that complex",comparable_sales_total_pct,pro,,,neutral,current,low,"Unknown speaker: I, as we mentioned before, when you think about the opportunity in front of us, it is with that complex customer, that complex project that we are not have a meaningful market share with right now."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"Unknown speaker: As Chip mentioned as well, we doubled the size of our outside sales resources last year, doubling the s",comparable_sales_total_pct,,,,neutral,future,low,"Unknown speaker: As Chip mentioned as well, we doubled the size of our outside sales resources last year, doubling the size of our outside sales resources this year."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,pro,"You can always have an outside sales resource that spends very few time or a few minutes with a sales, in the sales cons",comparable_sales_total_pct,pro,,,neutral,current,low,"You can always have an outside sales resource that spends very few time or a few minutes with a sales, in the sales consultation process."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,We're building an ecosystem also behind our sales structure to support our salespeople.,comparable_sales_total_pct,,,,positive,current,low,We're building an ecosystem also behind our sales structure to support our salespeople.
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"Basically, we have gone from having sales associates spending 30% of the time in front of the customer, to now spending ",comparable_sales_total_pct,,30,%,neutral,current,high,"Basically, we have gone from having sales associates spending 30% of the time in front of the customer, to now spending 80% in front of the customer."
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,We're taking a lot of the complexity out of the transaction.,comparable_sales_total_pct,,,,neutral,current,low,We're taking a lot of the complexity out of the transaction.
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,We'll continue to gain share on the complex transaction.,comparable_sales_total_pct,,,,neutral,current,low,We'll continue to gain share on the complex transaction.
Home Depot,HD,2023-06-13,FY 2023,call-transcripts/2023-06-13__hd-us-20230613-call-qna__38110.md,demand,"As a follow-up, can you talk a little bit about the competitive landscape and your latest thoughts on how that may evolv",comparable_sales_total_pct,landscape,,,positive,future,low,"As a follow-up, can you talk a little bit about the competitive landscape and your latest thoughts on how that may evolve over the next year or two with the challenges in the market, and any observations on how you're thinking about the competitive landscape in your longer-term algorithm?"
